lemma,categ,categ_alt,Contentword,proposed_lemma,proposed_categ,proposed_CW
morsure,NOM,n,Y,1,,
mort,NOM,n,Y,11,,
mot,NOM,n,Y,4,,
moteur,NOM,n,Y,3,,
mouche,NOM,n,Y,1,,
mouchoir,NOM,n,Y,1,,
mouiller,VER,v,Y,1,,
mourir,VER,v,Y,6,,
mouton,NOM,n,Y,33,,
moutons,NOM,n,Y,6,,
mouvement,NOM,n,Y,2,,
moyen,NOM,n,Y,1,,
ms,ART,det,Y,47,,
mur,NOM,n,Y,5,,
muselière,NOM,n,Y,5,,
musique,NOM,n,Y,3,,
mystère,NOM,n,Y,2,,
mystère,NOM,nc,Y,1,,
mystérieux,ADJ,adj,Y,3,,
mâcher,VER,n,Y,1,,
mèche,NOM,n,Y,1,,
mètre,NOM,n,Y,1,,
mécanicien,NOM,nc,Y,1,,
méchanceté,NOM,nc,Y,1,,
méchant,ADJ,adj,Y,1,,
méditatif,ADJ,adj,Y,1,,
médité,VER,n,Y,1,,
mélancolie,NOM,n,Y,4,,
mélancolique,ADJ,adj,Y,2,,
mélange,VER,n,Y,1,,
mémoire,NOM,n,Y,1,,
mépriser,VER,v,Y,1,,
métal,NOM,n,Y,1,,
métier,NOM,n,Y,3,,
même,ADJ,adj,Y,2,,
même,ADV,adj,Y,4,,
même,ADV,adv,Y,18,,
naufragé,NOM,n,Y,1,,
navire,XXX,n,Y,1,,
naître,VER,v,Y,3,,
naïf,ADJ,n,Y,1,,
naïve,ADJ,v,Y,1,,
naïvement,ADV,adv,Y,1,,
naïves,ADJ,v,Y,1,,
ne,ADV,clneg,N,313,,
neige,NOM,n,Y,2,,
neuf,ADJ,adj,Y,1,,
nez,NOM,n,Y,1,,
ni,CON,coo,Y,15,,
noir,ADJ,n,Y,1,,
nom,NOM,n,Y,2,,
nombre,NOM,n,Y,1,,
nombreux,ADJ,adj,Y,1,,
non,ADV,adv,Y,22,,
nonchalance,NOM,n,Y,1,,
nord,NOM,n,Y,2,,
note,NOM,n,Y,1,,
noter,NOM,v,Y,1,,
noter,VER,v,Y,3,,
nouveau,ADJ,adj,Y,4,,
nouveau,ADJ,n,Y,6,,
nuit,NOM,n,Y,19,,
nul,ADJ,adj,Y,1,,
numéro,NOM,n,Y,3,,
numéro,NOM,nc,Y,4,,
numéro,NOM,v,Y,1,,
nègre,NOM,adj,Y,1,,
négliger,VER,v,Y,1,,
objecter,VER,v,Y,1,,
objet,NOM,n,Y,1,,
obliger,VER,v,Y,1,,
obéir,VER,v,Y,5,,
obéissance,NOM,n,Y,1,,
occupation,NOM,n,Y,2,,
occupe,VER,n,Y,1,,
occuper,VER,v,Y,4,,
océan,NOM,n,Y,3,,
oeil,NOM,n,Y,4,,
oiseau,NOM,n,Y,3,,
oiseau,NOM,nc,Y,1,,
oisiveté,NOM,n,Y,1,,
ombrageux,ADJ,adj,Y,1,,
onze,ADJ,n,Y,3,,
onze,ADJ,nc,Y,1,,
opinion,NOM,n,Y,1,,
opéra,NOM,n,Y,1,,
or,NOM,n,Y,4,,
ordinaire,ADJ,adj,Y,2,,
ordonner,VER,v,Y,9,,
ordre,NOM,n,Y,7,,
oreille,NOM,n,Y,2,,
orgueil,NOM,n,Y,1,,
orgueilleuse,ADJ,v,Y,1,,
origine,NOM,n,Y,1,,
orner,VER,v,Y,1,,
oser,VER,v,Y,3,,
ou,CON,coo,N,24,,
oublier,VER,n,Y,3,,
oublier,VER,v,Y,11,,
oui,ADV,n,Y,6,,
outil,NOM,n,Y,1,,
ouvert,VER,adj,Y,1,,
ouvrir,ADJ,v,Y,3,,
ouvrir,VER,v,Y,3,,
p,ART,det,N,11,,
pacifique,ADJ,n,Y,1,,
pain,NOM,n,Y,1,,
paix,NOM,n,Y,1,,
pan,ONO,n,Y,1,,
panne,NOM,n,Y,3,,
papier,NOM,n,Y,3,,
papillon,NOM,n,Y,4,,
paquet,NOM,n,Y,1,,
par,PRE,prep,Y,48,,
par,VER,n,Y,2,,
paravent,NOM,n,Y,1,,
paravent,NOM,nc,Y,2,,
paraître,VER,v,Y,9,,
pardon,ONO,v,Y,1,,
pardonner,VER,v,Y,1,,
paresseux,ADJ,adj,Y,1,,
paresseux,ADJ,n,Y,1,,
parfait,XXX,v,Y,1,,
parfois,ADV,adv,Y,1,,
parlais,VER,n,Y,1,,
parler,VER,v,Y,13,,
parles,VER,n,Y,1,,
part,NOM,n,Y,7,,
partir,VER,v,Y,2,,
partout,ADV,adv,Y,1,,
parvenir,VER,v,Y,3,,
pas,ADV,adv,N,177,,
pas,ADV,n,N,2,,
passager,NOM,n,Y,1,,
passant,VER,n,Y,1,,
passer,VER,v,Y,5,,
patience,NOM,n,Y,1,,
patient,NOM,n,Y,1,,
patte,NOM,n,Y,1,,
pauvre,ADJ,n,Y,1,,
pays,NOM,n,Y,1,,
peine,NOM,n,Y,10,,
peiner,VER,v,Y,1,,
peintre,NOM,nc,Y,2,,
pencher,VER,v,Y,3,,
pendant,ADJ,adj,Y,1,,
pendant,PRE,prep,Y,4,,
penser,VER,v,Y,4,,
pensum,NOM,n,Y,1,,
pensée,NOM,n,Y,1,,
perdre,VER,v,Y,6,,
perdu,VER,n,Y,1,,
perfectionné,VER,adj,Y,1,,
perfore,VER,n,Y,1,,
perplexe,ADJ,adj,Y,1,,
personne,NOM,n,Y,21,,
personne,PRO,n,Y,10,,
personne,PRO,v,Y,8,,
peser,VER,v,Y,1,,
petit,ADJ,adj,Y,217,,
petite,ADJ,v,Y,1,,
peu,NOM,adv,Y,41,,
peuple,NOM,n,Y,2,,
peupler,VER,v,Y,1,,
peur,NOM,n,Y,9,,
peut-être,ADV,adv,N,1,,
peut-être,ADV,adv,Y,8,,
peut-être,VER,adv,N,1,,
pied,NOM,n,Y,2,,
pierre,NOM,n,Y,4,,
piloter,VER,v,Y,1,,
pilule,NOM,n,Y,1,,
piquet,NOM,n,Y,1,,
pire,ADJ,adj,Y,1,,
pitié,NOM,nc,Y,1,,
place,NOM,n,Y,8,,
placer,VER,v,Y,1,,
plaindre,VER,v,Y,2,,
plaire,VER,v,Y,4,,
plaisir,NOM,n,Y,4,,
plante,NOM,n,Y,2,,
planète,NOM,n,Y,59,,
planète,NOM,nc,Y,7,,
plein,ADJ,adj,Y,1,,
pleines,ADJ,n,Y,1,,
pleurer,VER,v,Y,8,,
pli,NOM,n,Y,1,,
plonger,VER,v,Y,2,,
plus,ADV,adv,Y,62,,
plutôt,ADV,adv,Y,1,,
poche,NOM,n,Y,4,,
point,NOM,n,Y,7,,
pointu,ADJ,adj,Y,1,,
poliment,ADV,adv,Y,2,,
politique,NOM,n,Y,1,,
pommier,NOM,n,Y,1,,
ponctuellement,ADV,adv,Y,1,,
population,NOM,n,Y,1,,
porter,VER,v,Y,1,,
portrait,NOM,n,Y,2,,
portée,NOM,n,Y,1,,
poser,VER,v,Y,6,,
possible,ADJ,adj,Y,3,,
possèdes,VER,n,Y,1,,
posséder,VER,v,Y,14,,
poule,NOM,n,Y,5,,
poulie,NOM,n,Y,7,,
poupée,NOM,n,Y,1,,
pour,PRE,prep,Y,99,,
pourpre,ADJ,n,Y,1,,
pourquoi,ADV,adv,Y,7,,
poursuivre,VER,v,Y,5,,
pourtant,ADV,adv,Y,1,,
pousse,VER,n,Y,1,,
pousser,VER,v,Y,2,,
pouvoir,CON,v,Y,1,,
pouvoir,VER,v,Y,42,,
poétique,ADJ,adj,Y,1,,
premier,ADJ,adj,Y,11,,
prendre,VER,v,Y,12,,
presser,VER,v,Y,2,,
preuve,NOM,n,Y,4,,
prince,NOM,n,Y,171,,
prix,NOM,n,Y,1,,
problème,NOM,n,Y,3,,
prochain,ADJ,adj,Y,2,,
proche,ADJ,adj,Y,1,,
profiter,VER,v,Y,1,,
proie,NOM,v,Y,1,,
projet,NOM,n,Y,1,,
promener,VER,v,Y,2,,
promesse,NOM,n,Y,2,,
promène,VER,n,Y,1,,
prononcer,VER,v,Y,1,,
proposer,VER,v,Y,1,,
proposition,NOM,n,Y,1,,
protéger,VER,v,Y,2,,
provision,NOM,n,Y,1,,
près,PRE,adv,Y,2,,
préambule,NOM,nc,Y,1,,
précieux,ADJ,adj,Y,1,,
précis,ADJ,adj,Y,1,,
précision,NOM,n,Y,1,,
précédent,ADJ,n,Y,1,,
préférer,VER,v,Y,1,,
préparatif,NOM,n,Y,1,,
préparer,VER,v,Y,5,,
présence,NOM,n,Y,2,,
prêt,ADJ,adj,Y,1,,
public,ADJ,adj,Y,1,,
puisque,CON,csu,Y,10,,
puisque,XXX,csu,Y,2,,
puissant,ADJ,adj,Y,1,,
puissant,ADJ,v,Y,1,,
puits,NOM,n,Y,7,,
puits,NOM,nc,Y,4,,
pur,ADJ,n,Y,1,,
pâle,ADJ,adj,Y,1,,
pâle,ADJ,v,Y,2,,
père,NOM,n,Y,1,,
pétale,NOM,n,Y,3,,
pôle,NOM,n,Y,2,,
qu',XXX,adv,N,4,,
quand,CON,adv,Y,1,,
quand,CON,csu,Y,45,,
quarante,ADJ,n,Y,3,,
quarante-quatre,NUM,n,Y,2,,
quatre,ADJ,n,Y,10,,
quatrième,ADJ,adj,Y,2,,
que,PRO,adv,N,7,,
quel,ADJ,det,Y,4,,
quelconque,ADJ,adj,Y,1,,
quelqu'un,PRO,pro,N,2,,
quelqu'un,PRO,pro,Y,1,,
quelqu'un,XXX,pro,Y,1,,
quelque,ADJ,det,Y,13,,
quelquefois,ADV,adv,Y,4,,
question,NOM,n,Y,14,,
questionner,VER,v,Y,1,,
quinze,ADJ,nc,Y,1,,
quinze,ADJ,np,Y,1,,
quitter,VER,v,Y,4,,
racine,NOM,n,Y,2,,
raconter,VER,v,Y,5,,
radeau,NOM,n,Y,1,,
radis,NOM,n,Y,1,,
raison,NOM,n,Y,2,,
raisonnable,ADJ,adj,Y,5,,
raisonnement,NOM,n,Y,1,,
raisonner,VER,v,Y,1,,
ralluma,VER,n,Y,1,,
rallumer,VER,n,Y,1,,
rallumer,VER,v,Y,2,,
ramena,VER,n,Y,1,,
ramoner,VER,v,Y,3,,
ramoner,XXX,v,Y,3,,
rancune,NOM,n,Y,1,,
rang,NOM,n,Y,1,,
rapide,ADJ,adj,Y,4,,
rapide,ADJ,n,Y,1,,
rappeler,VER,v,Y,3,,
rapporte,VER,n,Y,1,,
rare,ADJ,adj,Y,1,,
rare,ADJ,v,Y,1,,
rassura,VER,n,Y,1,,
rassurer,VER,v,Y,2,,
rat,NOM,nc,Y,2,,
ravir,ADJ,v,Y,1,,
ravissant,ADJ,adj,Y,1,,
ravissante,ADJ,n,Y,1,,
rayonnement,NOM,n,Y,2,,
rayonnement,NOM,v,Y,1,,
rayonner,VER,v,Y,1,,
recevoir,VER,v,Y,4,,
recommencer,VER,v,Y,1,,
recommença,VER,n,Y,1,,
recompte,VER,n,Y,1,,
reconnaître,VER,v,Y,4,,
redescendre,VER,v,Y,1,,
redevenir,VER,v,Y,1,,
refaire,VER,v,Y,3,,
refuser,VER,v,Y,1,,
regard,NOM,n,Y,1,,
regarda,VER,n,Y,3,,
regarde,VER,n,Y,1,,
regarder,VER,adv,Y,1,,
regarder,VER,v,Y,20,,
regarderas,VER,n,Y,1,,
registre,NOM,n,Y,1,,
regret,NOM,n,Y,2,,
regretter,VER,v,Y,2,,
regrettes,VER,n,Y,1,,
rejoindre,VER,n,Y,2,,
relever,VER,v,Y,1,,
remarquer,VER,v,Y,4,,
remettre,VER,v,Y,3,,
remord,NOM,n,Y,1,,
remuer,VER,v,Y,1,,
renard,NOM,n,Y,34,,
renard,NOM,nc,Y,2,,
rencontrer,NOM,v,Y,1,,
rencontrer,VER,v,Y,2,,
rendez-vous,NOM,n,Y,1,,
rendre,VER,v,Y,2,,
rends,VER,n,Y,1,,
renoncer,VER,v,Y,3,,
rentrer,VER,v,Y,3,,
repartir,VER,v,Y,2,,
repos,NOM,n,Y,1,,
reposer,VER,v,Y,4,,
reprendre,VER,v,Y,4,,
reproche,NOM,n,Y,1,,
représenter,VER,v,Y,3,,
respecter,VER,v,Y,1,,
respectueusement,ADV,v,Y,1,,
respirer,VER,v,Y,3,,
responsable,ADJ,adj,Y,5,,
ressemblants,ADJ,n,Y,1,,
ressembler,VER,v,Y,12,,
reste,VER,n,Y,2,,
rester,VER,v,Y,3,,
retenir,VER,v,Y,1,,
retournais,VER,n,Y,1,,
retourner,VER,v,Y,1,,
retrouver,VER,v,Y,2,,
revenir,VER,v,Y,9,,
reviendras,VER,n,Y,1,,
revoir,NOM,v,Y,3,,
revoir,VER,v,Y,1,,
revolver,NOM,v,Y,1,,
rhumatisme,NOM,n,Y,1,,
rhume,NOM,n,Y,1,,
riche,ADJ,adj,Y,3,,
riche,ADJ,v,Y,1,,
ridicule,ADJ,adj,Y,2,,
rien,PRO,pro,Y,45,,
rire,VER,n,Y,7,,
rire,VER,v,Y,17,,
risque,NOM,n,Y,2,,
risquer,NOM,v,Y,1,,
rite,NOM,n,Y,3,,
roc,NOM,n,Y,1,,
roc,NOM,nc,Y,1,,
roi,NOM,n,Y,31,,
roi,NOM,nc,Y,4,,
roi,XXX,n,Y,1,,
rond,NOM,n,Y,1,,
ronds,NOM,v,Y,1,,
rose,ADJ,adj,Y,1,,
rose,ADJ,n,Y,10,,
rose,NOM,adj,Y,1,,
rose,NOM,n,Y,8,,
roser,ADJ,v,Y,1,,
rosier,NOM,n,Y,2,,
rouge,ADJ,adj,Y,2,,
rougir,VER,v,Y,5,,
rougissant,VER,n,Y,1,,
rouillé,VER,adj,Y,1,,
route,NOM,n,Y,4,,
royaume,NOM,n,Y,1,,
ruine,NOM,n,Y,1,,
réchauffer,VER,v,Y,1,,
récit,NOM,n,Y,1,,
réflexion,NOM,n,Y,3,,
réfléchir,VER,v,Y,1,,
région,NOM,n,Y,4,,
régler,VER,v,Y,1,,
régner,VER,v,Y,3,,
régulièrement,ADV,adv,Y,2,,
réjouir,VER,n,Y,1,,
répandre,VER,v,Y,1,,
réparation,NOM,n,Y,1,,
réparer,VER,v,Y,1,,
répliquer,VER,v,Y,2,,
répondis,VER,n,Y,2,,
répondre,VER,v,Y,47,,
répondre,XXX,v,Y,1,,
répondu,VER,adj,Y,1,,
réponse,NOM,n,Y,2,,
réputation,NOM,n,Y,2,,
répéter,VER,v,Y,7,,
réserve,NOM,n,Y,1,,
résister,VER,v,Y,1,,
résoudre,VER,v,Y,1,,
réussir,VER,adv,Y,2,,
réussir,VER,n,Y,2,,
réussir,VER,v,Y,5,,
réussis,VER,n,Y,1,,
réveille,VER,n,Y,1,,
réveiller,VER,v,Y,4,,
réverbère,NOM,n,Y,18,,
révolution,NOM,n,Y,1,,
révéler,VER,v,Y,1,,
révélé,VER,n,Y,1,,
rêvasser,VER,v,Y,2,,
rêver,VER,v,Y,1,,
rêverie,NOM,n,Y,1,,
s'en_aller,VER,np,Y,1,,
s'en_aller,VER,v,Y,2,,
sable,NOM,n,Y,11,,
sage,ADJ,n,Y,1,,
sagesse,NOM,n,Y,1,,
saharien,ADJ,n,Y,2,,
saluer,VER,v,Y,5,,
salée,ADJ,n,Y,1,,
sanglot,NOM,n,Y,1,,
sans,PRE,prep,Y,17,,
satisfait,VER,adj,Y,1,,
sauf,PRE,prep,Y,3,,
sauter,VER,v,Y,2,,
sauvage,ADJ,n,Y,1,,
savant,NOM,adj,Y,1,,
savant,NOM,n,Y,1,,
savoir,VER,v,Y,45,,
science,NOM,n,Y,1,,
scène,NOM,n,Y,1,,
seau,NOM,n,Y,3,,
sec,ADJ,adj,Y,1,,
second,ADJ,adj,Y,1,,
second,NOM,n,Y,1,,
seconde,NOM,adj,Y,5,,
secouer,VER,v,Y,1,,
secourir,VER,v,Y,1,,
secret,NOM,n,Y,5,,
semaine,NOM,n,Y,3,,
semblable,ADJ,adj,Y,5,,
semblable,NOM,adj,Y,2,,
sembler,NOM,v,Y,2,,
sembler,VER,v,Y,8,,
sens,VER,n,Y,2,,
sentiment,NOM,n,Y,2,,
sentir,VER,v,Y,8,,
sept,ADJ,n,Y,9,,
septième,ADJ,adj,Y,1,,
seras,VER,n,Y,5,,
serpent,NOM,n,Y,18,,
serpent,NOM,nc,Y,3,,
serrais,VER,n,Y,1,,
serrer,ADJ,v,Y,2,,
serré,ADJ,adj,Y,2,,
servir,VER,n,Y,1,,
servir,VER,v,Y,12,,
seul,ADJ,adj,Y,30,,
seulement,ADV,adv,Y,3,,
si,ADV,adv,N,3,,
si,ADV,csu,N,67,,
sienne,PRO,n,Y,1,,
signifier,VER,v,Y,11,,
silence,NOM,n,Y,10,,
simple,ADJ,adj,Y,5,,
simplement,ADV,adv,Y,3,,
simplicité,NOM,n,Y,1,,
simplifié,VER,adj,Y,1,,
sinon,CON,adv,Y,2,,
sire,NOM,n,Y,2,,
six,ADJ,n,Y,13,,
sixième,ADJ,adj,Y,1,,
siéger,VER,v,Y,1,,
soi-même,PRO,n,N,1,,
soi-même,PRO,n,Y,1,,
soif,NOM,n,Y,9,,
soigner,VER,v,Y,1,,
soigneusement,ADV,adv,Y,2,,
soin,NOM,n,Y,1,,
soir,NOM,n,Y,9,,
soixante-deux,ADJ,n,Y,1,,
soixante-douze,NUM,n,Y,1,,
sol,NOM,n,Y,1,,
soleil,NOM,n,Y,22,,
solliciter,VER,v,Y,1,,
son,ADJ,det,N,226,,
son,ADJ,det,Y,21,,
son,PRO,det,N,18,,
songer,VER,v,Y,2,,
sorte,NOM,n,Y,2,,
sorti,VER,adj,Y,1,,
sortir,VER,v,Y,6,,
sot,NOM,n,Y,1,,
soucieux,ADJ,adj,Y,2,,
soudain,ADV,adv,Y,2,,
souffler,VER,v,Y,1,,
souffrir,VER,v,Y,1,,
souhaiter,VER,v,Y,1,,
soulever,VER,v,Y,3,,
soupir,NOM,n,Y,2,,
soupirer,VER,v,Y,1,,
source,NOM,n,Y,1,,
sourire,NOM,n,Y,3,,
sourire,VER,v,Y,2,,
sous,PRE,prep,Y,10,,
souvenir,NOM,n,Y,4,,
souvenir,VER,n,Y,1,,
souvenir,VER,v,Y,7,,
splendide,ADJ,adj,Y,1,,
stupéfait,ADJ,v,Y,3,,
stylographe,NOM,n,Y,1,,
su,VER,n,Y,1,,
suffire,VER,v,Y,3,,
suffit,VER,n,Y,5,,
suivant,ADJ,adj,Y,1,,
sujet,NOM,n,Y,3,,
supporter,VER,v,Y,2,,
sur,PRE,prep,Y,68,,
surprendre,VER,v,Y,6,,
surprise,NOM,n,Y,1,,
surtout,ADV,adv,Y,2,,
surveiller,VER,v,Y,2,,
sérieux,ADJ,adj,Y,20,,
sûr,ADJ,adj,Y,23,,
sûrement,ADV,adv,Y,1,,
t,PRO,n,Y,10,,
t',PRO,adv,N,2,,
t',PRO,v,N,1,,
table,NOM,n,Y,1,,
tabouret,NOM,n,Y,1,,
taille,NOM,n,Y,1,,
tailler,VER,v,Y,1,,
taire,VER,v,Y,10,,
tandis_que,CON,UNRESOLVED,N,1,,
tant,ADV,adv,Y,6,,
tard,ADV,adv,Y,5,,
tas,NOM,n,Y,4,,
te,PRO,n,Y,2,,
tel,ADJ,adj,Y,1,,
tellement,ADV,adv,Y,13,,
tellement,ADV,n,Y,2,,
tellement,ADV,v,Y,1,,
tempe,NOM,n,Y,1,,
temps,NOM,n,Y,14,,
tendresse,NOM,n,Y,1,,
tenir,VER,v,Y,5,,
tentative,NOM,n,Y,1,,
terminer,VER,v,Y,1,,
terre,NOM,n,Y,11,,
terrible,ADJ,adj,Y,1,,
terribles,ADJ,n,Y,1,,
terribles,ADJ,v,Y,1,,
terrier,NOM,n,Y,1,,
tien,ONO,n,Y,2,,
tien,PRO,n,Y,1,,
tienne,PRO,n,Y,1,,
tiennes,PRO,n,Y,1,,
tigre,NOM,n,Y,4,,
timidement,ADV,adv,Y,1,,
timidement,ADV,n,Y,1,,
tirer,VER,v,Y,5,,
tiroir,NOM,n,Y,1,,
toi,PRO,n,N,17,,
toilette,NOM,n,Y,3,,
toit,NOM,n,Y,1,,
tolérer,VER,v,Y,2,,
tombe,VER,n,Y,1,,
tomber,VER,v,Y,6,,
tombé,VER,adj,Y,2,,
ton,ADJ,adv,N,2,,
ton,ADJ,n,N,5,,
tonnerre,NOM,n,Y,2,,
tort,NOM,n,Y,3,,
toucher,VER,v,Y,2,,
toujours,ADV,adv,Y,23,,
tour,NOM,n,Y,8,,
tourmenter,VER,v,Y,2,,
tourner,VER,v,Y,2,,
tousser,VER,v,Y,3,,
tout,ADJ,adj,Y,34,,
tout,ADJ,det,Y,11,,
tout,ADJ,pro,Y,2,,
tout,PRO,adj,Y,9,,
tout,PRO,adv,Y,30,,
tout,PRO,det,Y,9,,
tout,PRO,n,Y,3,,
tout,PRO,pro,Y,4,,
tout,XXX,adj,Y,1,,
toux,NOM,n,Y,1,,
trace,NOM,n,Y,1,,
tracer,VER,v,Y,1,,
tragédie,NOM,n,Y,1,,
train,NOM,n,Y,1,,
traiter,VER,v,Y,1,,
tranquille,ADJ,adj,Y,1,,
tranquille,ADJ,n,Y,1,,
travail,NOM,n,Y,6,,
travailler,VER,v,Y,4,,
travaux,NOM,n,Y,1,,
travers,NOM,n,Y,2,,
traverser,VER,v,Y,1,,
traîne,VER,n,Y,1,,
trembler,VER,v,Y,4,,
trente,ADJ,n,Y,6,,
trier,VER,v,Y,1,,
triste,ADJ,adj,Y,8,,
trois,ADJ,n,Y,15,,
troisième,ADJ,adj,Y,3,,
tromper,VER,v,Y,4,,
trop,ADV,adv,Y,28,,
trou,NOM,n,Y,1,,
troupeau,NOM,n,Y,3,,
trouva,VER,n,Y,1,,
trouver,VER,v,Y,14,,
trouves,VER,n,Y,1,,
très,ADV,adv,Y,49,,
trésor,NOM,n,Y,3,,
trône,NOM,n,Y,1,,
tu,PRO,adj,N,1,,
tu,PRO,n,N,48,,
tu,PRO,pro,N,1,,
tuer,VER,v,Y,1,,
turc,ADJ,adj,Y,2,,
tut,VER,n,Y,1,,
tâche,NOM,n,Y,2,,
tâtonner,VER,v,Y,1,,
télescope,NOM,n,Y,2,,
tête,NOM,n,Y,6,,
un,ART,det,N,131,,
un,ART,det,Y,420,,
un,ART,pro,Y,16,,
un,PRE,det,N,9,,
un,PRO,n,Y,2,,
unique,ADJ,adj,Y,8,,
univers,NOM,n,Y,2,,
universel,ADJ,n,Y,1,,
urgence,NOM,n,Y,1,,
utile,ADJ,adj,Y,5,,
vacance,NOM,n,Y,1,,
valoir,VER,v,Y,2,,
vaniteux,ADJ,adj,Y,5,,
vaniteux,ADJ,n,Y,7,,
vanité,NOM,n,Y,1,,
vanter,VER,v,Y,1,,
vas,VER,n,Y,2,,
vaste,ADJ,adj,Y,1,,
vends,VER,n,Y,1,,
venin,NOM,n,Y,2,,
venir,VER,v,Y,25,,
vent,NOM,n,Y,3,,
vent,NOM,nc,Y,1,,
vent,NOM,v,Y,3,,
verras,VER,n,Y,1,,
verre,NOM,n,Y,2,,
vers,PRE,prep,Y,16,,
verser,VER,v,Y,1,,
vert,ADJ,adj,Y,1,,
verticalement,ADV,adv,Y,1,,
vexer,VER,adv,Y,1,,
vexé,VER,adj,Y,1,,
vide,ADJ,n,Y,1,,
vider,ADJ,v,Y,2,,
vie,NOM,n,Y,13,,
vieillir,VER,v,Y,1,,
vierge,NOM,adj,Y,1,,
vieux,ADJ,adj,Y,12,,
vigne,NOM,n,Y,1,,
vilain,ADJ,adj,Y,1,,
village,NOM,n,Y,3,,
ville,NOM,n,Y,3,,
vingt,ADJ,n,Y,3,,
vingt-deux,ADJ,n,Y,1,,
vingt-deux,NUM,n,Y,3,,
vingt-deux,NUM,np,Y,1,,
vingt-huit,NUM,n,Y,1,,
vingt-quatre,NUM,n,Y,1,,
vingt-six,NUM,n,Y,1,,
vint,VER,n,Y,1,,
vis,VER,n,Y,1,,
visage,NOM,n,Y,1,,
visite,NOM,n,Y,4,,
visiter,VER,v,Y,2,,
vite,ADV,adv,Y,5,,
vitre,NOM,n,Y,1,,
vivant,ADJ,n,Y,1,,
vivre,ONO,v,Y,1,,
vivre,VER,v,Y,2,,
voici,PRE,v,Y,4,,
voie,NOM,n,Y,1,,
voilà,PRE,v,Y,7,,
voir,VER,v,Y,39,,
voix,NOM,n,Y,4,,
volcan,NOM,n,Y,16,,
volcanique,ADJ,adj,Y,1,,
vole,VER,n,Y,1,,
voler,VER,v,Y,3,,
volonté,NOM,n,Y,1,,
vouloir,VER,v,Y,33,,
voyage,NOM,n,Y,7,,
voyager,VER,v,Y,4,,
voyageur,NOM,n,Y,2,,
vrai,ADJ,adj,Y,8,,
vraiment,ADV,adv,Y,5,,
vu,VER,adj,Y,1,,
véritable,ADJ,adj,Y,3,,
véritablement,ADV,adv,Y,2,,
vérité,NOM,n,Y,1,,
vît,VER,n,Y,1,,
yeux,NOM,n,Y,10,,
États-Unis,NOM,d'Amérique_np,Y,1,,
à,AUX,prep,N,1,,
à,PRE,prep,N,185,,
à,XXX,prep,Y,1,,
âge,NOM,n,Y,5,,
ébauche,NOM,n,Y,1,,
ébaucher,VER,v,Y,1,,
échange,NOM,n,Y,1,,
échapper,VER,v,Y,1,,
écho,NOM,n,Y,3,,
éclair,NOM,n,Y,1,,
éclairer,ADJ,v,Y,1,,
éclairer,VER,v,Y,2,,
éclat,NOM,n,Y,2,,
éclater,VER,v,Y,2,,
économie,NOM,n,Y,1,,
économiser,VER,v,Y,1,,
écorce,NOM,n,Y,3,,
écouter,VER,v,Y,5,,
écraser,VER,v,Y,1,,
écria,VER,n,Y,3,,
écrier,VER,v,Y,2,,
écrire,VER,v,Y,4,,
également,ADV,adv,Y,1,,
égarer,VER,v,Y,3,,
église,NOM,n,Y,1,,
électricité,NOM,n,Y,1,,
élever,VER,v,Y,1,,
éloignée,VER,n,Y,1,,
élégant,ADJ,adj,Y,1,,
éléphant,NOM,n,Y,5,,
émerveiller,VER,v,Y,1,,
émouvant,ADJ,adj,Y,1,,
émouvoir,VER,v,Y,3,,
énigme,NOM,n,Y,1,,
énorme,ADJ,adj,Y,1,,
énormes,ADJ,n,Y,1,,
énormément,ADV,adv,Y,1,,
épargne,VER,n,Y,1,,
éphémère,ADJ,adj,Y,4,,
éphémères,ADJ,v,Y,1,,
épine,NOM,n,Y,12,,
éponger,VER,v,Y,1,,
époque,NOM,n,Y,1,,
épouvantable,ADJ,adj,Y,1,,
éprouver,VER,v,Y,3,,
épuiser,VER,v,Y,1,,
éruption,NOM,n,Y,2,,
éteindre,VER,v,Y,12,,
éteins,VER,n,Y,1,,
éteint,ADJ,adj,Y,1,,
éteint,VER,n,Y,4,,
éteints,ADJ,n,Y,1,,
éternel,ADJ,adj,Y,2,,
étiquette,NOM,n,Y,1,,
étire,VER,n,Y,1,,
étoile,NOM,n,Y,48,,
étonnement,NOM,n,Y,1,,
étonner,VER,v,Y,2,,
étonné,VER,adj,Y,1,,
étrange,ADJ,adj,Y,1,,
étrange,ADJ,n,Y,1,,
étudier,VER,v,Y,1,,
évadé,VER,adj,Y,1,,
évasion,NOM,n,Y,1,,
éveillé,VER,n,Y,1,,
évidemment,ADV,adv,Y,1,,
évidence,NOM,n,Y,1,,
êtes,VER,n,Y,3,,
être,AUX,v,N,1,,
être,VER,v,N,15,,
être,VER,v,Y,15,,
île,NOM,n,Y,1,,
îlot,NOM,n,Y,1,,